Player,Pos,Team,Num,Height,Weight,DOB
Torey Krug,D,STL,47,1.7526,87.996848,4/12/91
Dominik Kubalik,LW,OTT,81,1.8796000000000002,86.18248,8/21/95
Nikita Kucherov,RW,TB,86,1.8034,82.100152,6/17/93
Darcy Kuemper,G,WAS,35,1.9558000000000002,97.52228,5/5/90
Brett Kulak,D,EDM,27,1.8542000000000003,87.089664,1/6/94
Dmitry Kulikov,D,FLA,7,1.8542000000000003,91.171992,10/29/90
Luke Kunin,C,SJ,11,1.8288000000000002,89.357624,12/4/97
Rasmus Kupari,C,WIN,15,1.8796000000000002,90.7184,3/15/00
Sean Kuraly,C,CLB,7,1.8796000000000002,96.615096,1/20/93
Philipp Kurashev,C,CHI,23,1.8288000000000002,86.18248,10/12/99
Andrei Kuzmenko,LW,VAN,96,1.8034,87.996848,2/4/96
Evgeny Kuznetsov,C,WAS,92,1.8796000000000002,93.893544,5/19/92
Oliver Kylington,D,CAL,58,1.8288000000000002,83.007336,5/19/97
Jordan Kyrou,C,STL,25,1.8542000000000003,88.904032,5/5/98
Kevin Labanc,RW,SJ,62,1.8034,83.91452,12/12/95
Jackson LaCombe,D,ANA,60,1.8796000000000002,92.98636,1/9/01
Alex Laferriere,RW,LA,78,1.8288000000000002,78.471416,10/28/01
Sam Lafferty,RW,VAN,18,1.8796000000000002,92.98636,3/6/95
Alexis Lafreniere,LW,NYR,13,1.8542000000000003,87.996848,10/11/01
Patrik Laine,LW,CLB,29,1.9558000000000002,92.98636,4/19/98
Gabriel Landeskog,LW,COL,92,1.8542000000000003,97.52228,11/23/92
Kevin Lankinen,G,NAS,32,1.8796000000000002,86.18248,4/28/95
Dylan Larkin,C,DET,71,1.8542000000000003,89.811216,7/30/96
Adam Larsson,D,SEA,6,1.9050000000000002,94.80072799999999,11/12/92
Scott Laughton,C,PHI,21,1.8542000000000003,86.18248,5/30/94
Jakub Lauko,C,BOS,94,1.8288000000000002,88.904032,3/28/00
Jeremy Lauzon,D,NAS,3,1.8542000000000003,92.532768,4/28/97
Curtis Lazar,C,NJ,42,1.8288000000000002,92.079176,2/2/95
Brett Leason,RW,ANA,20,1.9558000000000002,98.883056,4/30/99
Nick Leddy,D,STL,4,1.8288000000000002,92.98636,3/20/91
Anders Lee,LW,NYI,27,1.9050000000000002,102.965384,7/3/90
Artturi Lehkonen,LW,COL,62,1.8034,81.192968,7/4/95
Robin Lehner,G,VEG,90,1.9304000000000001,113.398,7/24/91
Brendan Lemieux,LW,CAR,28,1.8542000000000003,97.52228,3/15/96
Kris Letang,D,PIT,58,1.8288000000000002,91.171992,4/24/87
Vinni Lettieri,C,MIN,10,1.778,83.460928,2/6/95
Devon Levi,G,BUF,27,1.8288000000000002,83.460928,12/27/01
Trevor Lewis,C,LA,61,1.8542000000000003,91.171992,1/8/87
Timothy Liljegren,D,TOR,37,1.8542000000000003,86.18248,4/30/99
Esa Lindell,D,DAL,23,1.9050000000000002,97.975872,5/23/94
Charlie Lindgren,G,WAS,79,1.8796000000000002,81.192968,12/18/93
Ryan Lindgren,D,NYR,55,1.8288000000000002,87.543256,2/11/98
Elias Lindholm,C,CAL,28,1.8542000000000003,91.625584,12/2/94
Hampus Lindholm,D,BOS,27,1.9304000000000001,97.52228,1/20/94
Gustav Lindstrom,D,MON,27,1.8796000000000002,87.996848,10/20/98
Bryan Little,C,ARI,-,1.8288000000000002,86.636072,11/12/87
Blake Lizotte,C,LA,46,1.7526,77.11064,12/13/97
William Lockwood,RW,FLA,67,1.8034,80.739376,6/20/98
Ryan Lomberg,LW,FLA,94,1.7526,83.460928,12/9/94
Steven Lorentz,C,FLA,18,1.9304000000000001,97.975872,4/13/96
Adam Lowry,LW,WIN,17,1.9812000000000003,94.347136,3/29/93
Milan Lucic,LW,BOS,17,1.9050000000000002,108.86207999999999,6/7/88
John Ludvig,D,PIT,7,1.8542000000000003,96.615096,8/2/00
Matt Luff,RW,DET,22,1.8796000000000002,88.904032,5/5/97
Anton Lundell,C,FLA,15,1.8542000000000003,86.18248,10/3/01
Isac Lundestrom,C,ANA,21,1.8288000000000002,87.543256,11/6/99
Nils Lundkvist,D,DAL,5,1.8034,86.18248,7/27/00
Tristan Luneau,D,ANA,67,1.8796000000000002,79.3786,1/12/04
Eetu Luostarinen,C,FLA,27,1.9050000000000002,86.18248,9/2/98
Ukko-Pekka Luukkonen,G,BUF,1,1.9558000000000002,98.429464,3/9/99
Alex Lyon,G,DET,34,1.8542000000000003,91.171992,12/9/92
Ilya Lyubushkin,D,ANA,46,1.8542000000000003,90.7184,4/6/94
Olli Maatta,D,DET,2,1.8796000000000002,93.893544,8/22/94
Matias Maccelli,LW,ARI,63,1.8034,79.83219199999999,10/14/00
Kurtis MacDermid,D,COL,56,1.9558000000000002,105.686936,3/25/94
Jacob MacDonald,D,SJ,9,1.8288000000000002,92.532768,2/26/93
Nathan MacKinnon,C,COL,29,1.8288000000000002,90.7184,9/1/95
Josh Mahura,D,FLA,28,1.8288000000000002,87.543256,5/5/98
Cale Makar,D,COL,8,1.8034,84.821704,10/30/98
Beck Malenstyn,LW,WAS,47,1.9050000000000002,90.7184,2/4/98
Evgeni Malkin,C,PIT,71,1.9050000000000002,88.45044,7/31/86
Andrew Mangiapane,LW,CAL,88,1.778,83.460928,4/4/96
Josh Manson,D,COL,42,1.9050000000000002,98.883056,10/7/91
Anthony Mantha,RW,WAS,39,1.9558000000000002,106.140528,9/16/94
Brad Marchand,LW,BOS,63,1.7526,79.83219199999999,5/11/88
Kirill Marchenko,RW,CLB,86,1.9050000000000002,89.357624,7/21/00
Jonathan Marchessault,RW,VEG,81,1.7526,83.91452,12/27/90
Mason Marchment,LW,DAL,27,1.9304000000000001,97.975872,6/18/95
John Marino,D,NJ,6,1.8542000000000003,82.100152,5/21/97
Jacob Markstrom,G,CAL,25,1.9812000000000003,93.893544,1/31/90
Mitchell Marner,RW,TOR,16,1.8288000000000002,81.64656,5/5/97
Pat Maroon,LW,MIN,20,1.9050000000000002,106.140528,4/23/88
Matt Martin,LW,NYI,17,1.9050000000000002,97.52228,5/8/89
Spencer Martin,G,CLB,30,1.9050000000000002,86.636072,6/8/95
Alec Martinez,D,VEG,23,1.8542000000000003,95.25431999999999,7/26/87
Jordan Martinook,LW,CAR,48,1.8288000000000002,88.904032,7/25/92
Mike Matheson,D,MON,8,1.8796000000000002,88.904032,2/27/94
Auston Matthews,C,TOR,34,1.9050000000000002,97.52228,9/17/97
Scott Mayfield,D,NYI,24,1.9558000000000002,99.79024,10/14/92
Charlie McAvoy,D,BOS,73,1.8542000000000003,94.80072799999999,12/21/97
Jack McBain,C,ARI,22,1.9050000000000002,91.171992,1/6/00
Jake McCabe,D,TOR,22,1.8542000000000003,95.707912,10/12/93
Jared McCann,LW,SEA,19,1.8542000000000003,86.636072,5/31/96
Michael McCarron,RW,NAS,47,1.9812000000000003,105.233344,3/7/95
Connor McDavid,C,EDM,97,1.8542000000000003,87.996848,1/13/97
Ryan McDonagh,D,NAS,27,1.8542000000000003,97.52228,6/13/89
Brock McGinn,LW,ANA,26,1.8288000000000002,84.821704,2/2/94
Michael McLeod,C,NJ,20,1.8796000000000002,86.18248,2/3/98
Ryan McLeod,C,EDM,71,1.8796000000000002,85.275296,9/21/99
Connor McMichael,C,WAS,24,1.8288000000000002,81.64656,1/15/01
Brayden McNabb,D,VEG,3,1.9304000000000001,97.52228,1/21/91
Mason McTavish,C,ANA,23,1.8288000000000002,96.615096,1/30/03
Jaycob Megna,D,SEA,44,1.9812000000000003,99.79024,12/10/92
Timo Meier,RW,NJ,28,1.8542000000000003,99.79024,10/8/96
Dawson Mercer,C,NJ,91,1.8288000000000002,81.64656,10/27/01
Waltteri Merela,C,TB,39,1.8796000000000002,88.904032,7/6/98
Dakota Mermis,D,MIN,6,1.8288000000000002,88.45044,1/5/94
Jon Merrill,D,MIN,4,1.9050000000000002,92.532768,2/3/92
Elvis Merzlikins,G,CLB,90,1.9050000000000002,83.007336,4/13/94
Victor Mete,D,PHI,98,1.7526,84.821704,6/7/98
Jake Middleton,D,MIN,5,1.9050000000000002,99.336648,1/2/96
Ilya Mikheyev,RW,VAN,65,1.8796000000000002,87.089664,10/10/94
Niko Mikkola,D,FLA,77,1.9304000000000001,93.439952,4/27/96
Sonny Milano,LW,WAS,15,1.8288000000000002,87.996848,5/12/96
Colin Miller,D,NJ,24,1.8542000000000003,90.7184,10/29/92
J.T. Miller,C,VAN,9,1.8542000000000003,98.883056,3/14/93
K'Andre Miller,D,NYR,79,1.9558000000000002,95.25431999999999,1/21/00
Fraser Minten,C,TOR,39,1.8796000000000002,87.089664,7/5/04
Pavel Mintyukov,D,ANA,34,1.8796000000000002,88.45044,11/25/03
Casey Mittelstadt,C,BUF,37,1.8542000000000003,88.45044,11/22/98
Sean Monahan,C,MON,91,1.8796000000000002,91.625584,10/12/94
Sam Montembeault,G,MON,35,1.9050000000000002,100.697424,10/30/96
Brandon Montour,D,FLA,62,1.8288000000000002,90.264808,4/11/94
Trevor Moore,LW,LA,12,1.778,88.45044,3/31/95
Josh Morrissey,D,WIN,44,1.8288000000000002,83.91452,3/28/95
J.J. Moser,D,ARI,90,1.8542000000000003,78.471416,6/6/00
Tyler Motte,C,TB,64,1.778,87.089664,3/10/95
Petr Mrazek,G,CHI,34,1.8796000000000002,85.275296,2/14/92
Connor Murphy,D,CHI,5,1.9304000000000001,96.161504,3/26/93
Matt Murray,G,TOR,30,1.9304000000000001,92.079176,5/25/94
Jake Muzzin,D,TOR,8,1.9050000000000002,102.965384,2/21/89
Tyler Myers,D,VAN,57,2.032,103.872568,2/1/90
Vladislav Namestnikov,C,WIN,7,1.8288000000000002,81.192968,11/22/92
Martin Necas,RW,CAR,88,1.8796000000000002,85.728888,1/15/99
Alex Nedeljkovic,G,PIT,39,1.8288000000000002,94.347136,1/7/96
Jake Neighbours,LW,STL,63,1.8288000000000002,91.171992,3/29/02
Brock Nelson,C,NYI,29,1.9304000000000001,95.25431999999999,10/15/91
Alex Newhook,C,MON,15,1.778,90.264808,1/28/01
Valeri Nichushkin,RW,COL,13,1.9304000000000001,95.25431999999999,3/4/95
Nino Niederreiter,RW,WIN,62,1.8796000000000002,98.883056,9/8/92
Matt Nieto,LW,PIT,83,1.8034,84.821704,11/5/92
Stefan Noesen,RW,CAR,23,1.8542000000000003,92.98636,2/12/93
Josh Norris,C,OTT,9,1.8796000000000002,88.45044,5/5/99
Tomas Nosek,LW,NJ,92,1.9050000000000002,92.98636,9/1/92
Tommy Novak,C,NAS,82,1.8542000000000003,81.192968,4/28/97
Ryan Nugent-Hopkins,C,EDM,93,1.8288000000000002,87.089664,4/12/93
Darnell Nurse,D,EDM,25,1.9304000000000001,97.52228,2/4/95
William Nylander,RW,TOR,88,1.8288000000000002,91.625584,5/1/96
Gustav Nyquist,LW,NAS,14,1.8034,81.64656,9/1/89
Liam O'Brien,C,ARI,38,1.8542000000000003,96.615096,7/29/94
Drew O'Connor,LW,PIT,10,1.9050000000000002,90.7184,6/9/98
Logan O'Connor,RW,COL,25,1.8288000000000002,79.3786,8/14/96
Jordan Oesterle,D,CAL,82,1.8288000000000002,84.821704,6/25/92
Jake Oettinger,G,DAL,29,1.9558000000000002,101.604608,12/18/98
Kyle Okposo,RW,BUF,21,1.8288000000000002,98.883056,4/16/88
Jamie Oleksiak,D,SEA,24,2.0066,116.573144,12/21/92
Mathieu Olivier,RW,CLB,24,1.8542000000000003,98.429464,2/11/97
Fredrik Olofsson,LW,COL,22,1.8796000000000002,86.18248,5/27/96
Victor Olofsson,LW,BUF,71,1.8034,82.100152,7/18/95
Ryan O'Reilly,C,NAS,90,1.8542000000000003,93.893544,2/7/91
Dmitry Orlov,D,CAR,7,1.8034,97.068688,7/23/91
T.J. Oshie,RW,WAS,77,1.8288000000000002,84.821704,12/23/86
Alex Ovechkin,LW,WAS,8,1.9050000000000002,107.954896,9/17/85
Brayden Pachal,D,VEG,94,1.8796000000000002,91.625584,8/23/99
Max Pacioretty,LW,WAS,67,1.8796000000000002,98.429464,11/20/88
Jean-Gabriel Pageau,C,NYI,44,1.8034,83.91452,11/11/92
Ondrej Palat,LW,NJ,18,1.8288000000000002,87.996848,3/28/91
Kyle Palmieri,RW,NYI,21,1.8034,88.904032,2/1/91
Artemi Panarin,LW,NYR,10,1.8288000000000002,79.3786,10/30/91
Colton Parayko,D,STL,55,1.9812000000000003,103.418976,5/12/93
Juuso Parssinen,C,NAS,75,1.9050000000000002,96.161504,2/1/01
David Pastrnak,RW,BOS,88,1.8542000000000003,88.45044,5/25/96
Nicholas Paul,LW,TB,20,1.9050000000000002,101.151016,3/20/95
Joe Pavelski,C,DAL,16,1.8034,88.904032,7/11/84
Tanner Pearson,LW,MON,70,1.8542000000000003,93.893544,8/10/92
Andrew Peeke,D,CLB,2,1.9050000000000002,95.25431999999999,3/17/98
Adam Pelech,D,NYI,3,1.9050000000000002,95.25431999999999,8/16/94
Jakob Pelletier,LW,CAL,22,1.7526,77.11064,3/7/01
Nick Perbix,D,TB,48,1.8796000000000002,86.636072,6/15/98
Cole Perfetti,C,WIN,91,1.8034,83.460928,1/1/02
David Perron,LW,DET,57,1.8542000000000003,88.904032,5/28/88
Corey Perry,RW,CHI,94,1.9050000000000002,94.347136,5/16/85
Scott Perunovich,D,STL,48,1.778,79.3786,8/18/98
Brett Pesce,D,CAR,22,1.9050000000000002,93.439952,11/15/94
JJ Peterka,RW,BUF,77,1.8288000000000002,85.728888,1/14/02
Jacob Peterson,C,SJ,24,1.8542000000000003,81.64656,7/19/99
Jeff Petry,D,DET,46,1.9050000000000002,94.80072799999999,12/9/87
Elias Pettersson,C,VAN,40,1.8796000000000002,79.83219199999999,11/12/98
Marcus Pettersson,D,PIT,28,1.9050000000000002,80.28578399999999,5/8/96
Michael Pezzetta,LW,MON,55,1.8542000000000003,98.429464,3/13/98
Matthew Phillips,RW,WAS,45,1.7018,63.50288,4/6/98
Alex Pietrangelo,D,VEG,7,1.9050000000000002,97.52228,1/18/90
Shane Pinto,C,OTT,57,1.9050000000000002,91.171992,11/12/00
Neal Pionk,D,WIN,4,1.8288000000000002,83.91452,7/29/95
Tyler Pitlick,C,NYR,71,1.8796000000000002,90.264808,11/1/91
Ryan Poehling,C,PHI,25,1.8796000000000002,88.904032,1/3/99
Brayden Point,C,TB,21,1.8034,81.64656,3/13/96
Matthew Poitras,C,BOS,51,1.8034,79.83219199999999,3/10/04
Tucker Poolman,D,VAN,5,1.8796000000000002,90.264808,6/8/93
Owen Power,D,BUF,25,1.9812000000000003,98.883056,11/22/02
Carey Price,G,MON,31,1.9050000000000002,98.429464,8/16/87
Cayden Primeau,G,MON,30,1.8796000000000002,93.893544,8/11/99
Ivan Prosvetov,G,COL,50,1.9558000000000002,88.45044,3/5/99
Aliaksei Protas,C,WAS,21,1.9812000000000003,102.0582,1/6/01
Ivan Provorov,D,CLB,9,1.8542000000000003,91.171992,1/13/97
Ryan Pulock,D,NYI,6,1.8796000000000002,97.975872,10/6/94
Jonathan Quick,G,NYR,32,1.8542000000000003,97.52228,1/21/86
Jack Quinn,RW,BUF,22,1.8542000000000003,83.91452,9/19/01
Antti Raanta,G,CAR,32,1.8288000000000002,88.45044,5/12/89
Darren Raddysh,D,TB,43,1.8542000000000003,90.7184,2/28/96
Taylor Raddysh,RW,CHI,11,1.9050000000000002,89.811216,2/18/98
Rickard Rakell,RW,PIT,67,1.8542000000000003,88.45044,5/5/93
Mikko Rantanen,RW,COL,96,1.9304000000000001,97.52228,10/29/96
Michael Rasmussen,C,DET,27,1.9812000000000003,95.707912,4/17/99
Jack Rathbone,D,PIT,3,1.778,80.28578399999999,5/20/99
Lucas Raymond,LW,DET,23,1.8034,79.83219199999999,3/28/02
Ryan Reaves,RW,TOR,75,1.8796000000000002,102.511792,1/20/87
Lukas Reichel,LW,CHI,27,1.8288000000000002,77.11064,5/17/02
Mike Reilly,D,FLA,6,1.8542000000000003,88.904032,7/13/93
James Reimer,G,DET,47,1.9050000000000002,92.98636,3/15/88
Sam Reinhart,C,FLA,13,1.8796000000000002,87.543256,11/6/95
Morgan Rielly,D,TOR,44,1.8542000000000003,102.0582,3/9/94
Rasmus Ristolainen,D,PHI,55,1.9304000000000001,100.243832,10/27/94
Jason Robertson,LW,DAL,21,1.9050000000000002,91.625584,7/22/99
Evan Rodrigues,C,FLA,17,1.8034,79.3786,7/28/93
Alexander Romanov,D,NYI,28,1.8542000000000003,97.52228,1/6/00
Kevin Rooney,C,CAL,21,1.8796000000000002,86.18248,5/21/93
Jerad Rosburg,D,DAL,39,1.8796000000000002,90.264808,6/18/96
Jack Roslovic,C,CLB,96,1.8542000000000003,90.7184,1/29/97
Marco Rossi,C,MIN,23,1.7526,82.553744,9/23/01
Matt Roy,D,LA,3,1.8542000000000003,92.98636,3/1/95
Nicolas Roy,C,VEG,10,1.9304000000000001,91.625584,2/5/97
Chad Ruhwedel,D,PIT,2,1.8034,86.636072,5/7/90
Bryan Rust,RW,PIT,17,1.8034,87.089664,5/11/92
Jan Rutta,D,SJ,84,1.9050000000000002,92.532768,7/29/90
Adam Ruzicka,C,CAL,63,1.9304000000000001,97.52228,5/11/99
Derek Ryan,C,EDM,10,1.778,83.91452,12/29/86
Brandon Saad,LW,STL,20,1.8542000000000003,97.52228,10/27/92
Dylan Samberg,D,WIN,54,1.9304000000000001,99.336648,1/24/99
Mackie Samoskevich,RW,FLA,25,1.8034,83.007336,11/15/02
Ilya Samsonov,G,TOR,35,1.9304000000000001,98.429464,2/22/97
Mattias Samuelsson,D,BUF,23,1.9304000000000001,104.779752,3/14/00
Jake Sanderson,D,OTT,85,1.9050000000000002,88.45044,7/8/02
Rasmus Sandin,D,WAS,38,1.8034,82.553744,3/7/00
Felix Sandstrom,G,PHI,32,1.8796000000000002,86.636072,1/12/97
Travis Sanheim,D,PHI,6,1.9050000000000002,82.100152,3/29/96
Juuse Saros,G,NAS,74,1.8034,81.64656,4/19/95
David Savard,D,MON,58,1.8542000000000003,107.954896,10/22/90
Marco Scandella,D,STL,6,1.9050000000000002,96.161504,2/23/90
Mark Scheifele,C,WIN,55,1.9050000000000002,89.811216,3/15/93
Brayden Schenn,C,STL,10,1.8542000000000003,90.264808,8/22/91
Luke Schenn,D,NAS,2,1.8796000000000002,102.0582,11/2/89
Nick Schmaltz,C,ARI,8,1.8288000000000002,82.100152,2/23/96
Akira Schmid,G,NJ,40,1.9558000000000002,92.98636,5/12/00
Nate Schmidt,D,WIN,88,1.8288000000000002,88.45044,7/16/91
Braden Schneider,D,NYR,4,1.9050000000000002,95.707912,9/20/01
Corey Schueneman,D,COL,64,1.8034,89.357624,9/2/95
Justin Schultz,D,SEA,4,1.8796000000000002,86.18248,7/6/90
Jaden Schwartz,LW,SEA,17,1.778,83.91452,6/25/92
Brent Seabrook,D,TB,-,1.9050000000000002,99.79024,4/20/85
Nick Seeler,D,PHI,24,1.8796000000000002,91.171992,6/3/93
Tyler Seguin,C,DAL,91,1.8542000000000003,93.893544,1/31/92
Moritz Seider,D,DET,53,1.9304000000000001,92.532768,4/6/01
Mikhail Sergachev,D,TB,98,1.8542000000000003,98.429464,6/25/98
Damon Severson,D,CLB,78,1.8796000000000002,92.98636,8/7/94
Yegor Sharangovich,C,CAL,17,1.8796000000000002,88.904032,6/6/98
Kevin Shattenkirk,D,BOS,12,1.8288000000000002,96.161504,1/29/89
Ryan Shea,D,PIT,5,1.8796000000000002,90.7184,2/11/97
Conor Sheary,LW,TB,73,1.7526,81.192968,6/8/92
Hunter Shepard,G,WAS,31,1.8542000000000003,95.25431999999999,11/7/95
Kiefer Sherwood,LW,NAS,44,1.8288000000000002,87.996848,3/31/95
Igor Shesterkin,G,NYR,31,1.8542000000000003,89.357624,12/30/95
Devin Shore,C,SEA,94,1.8542000000000003,93.439952,7/19/94
Jonas Siegenthaler,D,NJ,71,1.8796000000000002,98.883056,5/6/97
Jakob Silfverberg,RW,ANA,33,1.8542000000000003,93.893544,10/13/90
Cole Sillinger,C,CLB,4,1.8542000000000003,91.171992,5/16/03
Colton Sissons,C,NAS,10,1.8542000000000003,90.7184,11/5/93
Jeff Skinner,LW,BUF,53,1.8034,89.357624,5/16/92
Stuart Skinner,G,EDM,74,1.9304000000000001,104.32616,11/1/98
Brady Skjei,D,CAR,76,1.9050000000000002,95.25431999999999,3/26/94
Juraj Slafkovsky,LW,MON,20,1.9050000000000002,104.32616,3/30/04
Jaccob Slavin,D,CAR,74,1.9050000000000002,93.893544,5/1/94
Brendan Smith,D,NJ,2,1.8796000000000002,90.7184,2/8/89
Cole Smith,LW,NAS,36,1.9050000000000002,88.45044,10/28/95
Craig Smith,RW,DAL,15,1.8288000000000002,92.079176,9/5/89
Givani Smith,RW,SJ,54,1.8796000000000002,97.068688,2/27/98
Reilly Smith,RW,PIT,19,1.8542000000000003,83.91452,4/1/91
Arvid Soderblom,G,CHI,40,1.9050000000000002,81.64656,8/19/99
Ilya Solovyov,D,CAL,98,1.9050000000000002,94.347136,7/20/00
Ilya Sorokin,G,NYI,30,1.9050000000000002,88.45044,8/4/95
Carson Soucy,D,VAN,7,1.9558000000000002,94.347136,7/27/94
Jordan Spence,D,LA,21,1.778,81.64656,2/24/01
Daniel Sprong,RW,DET,88,1.8288000000000002,91.625584,3/17/97
Jared Spurgeon,D,MIN,46,1.7526,75.296272,11/29/89
Jordan Staal,C,CAR,11,1.9304000000000001,99.79024,9/10/88
Marc Staal,D,PHI,18,1.9304000000000001,94.347136,1/13/87
Steven Stamkos,C,TB,91,1.8288000000000002,82.553744,2/7/90
Logan Stanley,D,WIN,64,2.0066,109.76926399999999,5/26/98
Troy Stecher,D,ARI,51,1.778,83.460928,4/7/94
Sam Steel,C,DAL,18,1.8034,83.91452,2/3/98
Kevin Stenlund,C,FLA,82,1.9558000000000002,97.52228,9/20/96
Chandler Stephenson,C,VEG,20,1.8288000000000002,94.80072799999999,4/22/94
Anthony Stolarz,G,FLA,41,1.9812000000000003,110.222856,1/20/94
Mark Stone,RW,VEG,61,1.9050000000000002,96.161504,5/13/92
Brady Stonehouse,RW,EDM,41,1.778,87.543256,8/6/04
Dylan Strome,C,WAS,17,1.9050000000000002,90.7184,3/7/97
Ryan Strome,C,ANA,16,1.8542000000000003,86.636072,7/11/93
Jack Studnicka,C,VAN,23,1.8542000000000003,84.821704,2/18/99
Nico Sturm,C,SJ,7,1.9050000000000002,94.80072799999999,5/3/95
Tim Stutzle,LW,OTT,18,1.8288000000000002,87.543256,1/15/02
Oskar Sundqvist,C,STL,70,1.9050000000000002,99.79024,3/23/94
Pius Suter,C,VAN,24,1.8034,81.192968,5/24/96
Ryan Suter,D,DAL,20,1.8542000000000003,91.171992,1/21/85
Nick Suzuki,C,MON,14,1.8034,96.161504,8/10/99
Andrei Svechnikov,RW,CAR,37,1.8796000000000002,88.45044,3/26/00
Jeremy Swayman,G,BOS,1,1.8796000000000002,87.996848,11/24/98
Cam Talbot,G,LA,39,1.9304000000000001,91.171992,7/5/87
Brandon Tanev,LW,SEA,13,1.8288000000000002,85.728888,12/31/91
Chris Tanev,D,CAL,8,1.8796000000000002,87.543256,12/20/89
Vladimir Tarasenko,RW,OTT,91,1.8542000000000003,103.418976,12/13/91
Daniil Tarasov,G,CLB,40,1.9558000000000002,88.904032,3/27/99
Tomas Tatar,LW,COL,90,1.778,78.471416,12/1/90
John Tavares,C,TOR,91,1.8542000000000003,95.707912,9/20/90
Teuvo Teravainen,LW,CAR,86,1.8034,86.636072,9/11/94
Troy Terry,RW,ANA,19,1.8288000000000002,83.91452,9/10/97
Alexandre Texier,C,CLB,42,1.8542000000000003,84.368112,9/13/99
Shea Theodore,D,VEG,27,1.8796000000000002,89.357624,8/3/95
Robert Thomas,C,STL,18,1.8288000000000002,98.883056,7/2/99
Logan Thompson,G,VEG,36,1.9304000000000001,92.98636,2/25/97
Tage Thompson,C,BUF,72,1.9812000000000003,99.79024,10/30/97
Chris Tierney,C,NJ,11,1.8542000000000003,86.636072,7/1/94
Conor Timmins,D,TOR,25,1.8796000000000002,93.439952,9/18/98
Jarred Tinordi,D,CHI,25,1.9812000000000003,103.872568,2/20/92
Owen Tippett,RW,PHI,74,1.8542000000000003,93.893544,2/16/99
Brady Tkachuk,LW,OTT,7,1.9304000000000001,100.243832,9/16/99
Matthew Tkachuk,LW,FLA,19,1.8796000000000002,93.439952,12/11/97
Devon Toews,D,COL,7,1.8542000000000003,86.636072,2/21/94
Tyler Toffoli,RW,NJ,73,1.8288000000000002,92.079176,4/24/92
Eeli Tolvanen,RW,SEA,20,1.778,86.636072,4/22/99
Philip Tomasino,C,NAS,26,1.8288000000000002,81.192968,7/28/01
Matt Tomkins,G,TB,90,1.9050000000000002,87.996848,6/19/94
Dominic Toninato,C,WIN,21,1.8796000000000002,91.171992,3/9/94
Alexey Toropchenko,RW,STL,13,1.9812000000000003,100.697424,6/25/99
Yakov Trenin,C,NAS,13,1.8796000000000002,91.171992,1/13/97
Vincent Trocheck,C,NYR,16,1.8034,84.821704,7/11/93
Jacob Trouba,D,NYR,8,1.9050000000000002,94.80072799999999,2/26/94
Alex Tuch,RW,BUF,89,1.9304000000000001,99.336648,5/10/96
Tyler Tucker,D,STL,75,1.8542000000000003,92.532768,3/1/00
Linus Ullmark,G,BOS,35,1.9558000000000002,96.161504,7/31/93
Urho Vaakanainen,D,ANA,5,1.8796000000000002,90.7184,1/1/99
Juuso Valimaki,D,ARI,4,1.8796000000000002,92.98636,10/6/98
James van Riemsdyk,LW,BOS,21,1.9050000000000002,94.347136,5/4/89
Trevor van Riemsdyk,D,WAS,57,1.9050000000000002,86.636072,7/24/91
Vitek Vanecek,G,NJ,41,1.8796000000000002,83.460928,1/9/96
Semyon Varlamov,G,NYI,40,1.8796000000000002,92.98636,4/27/88
Andrei Vasilevskiy,G,TB,88,1.9304000000000001,99.79024,7/25/94
Frank Vatrano,RW,ANA,77,1.8034,89.357624,3/14/94
Karel Vejmelka,G,ARI,70,1.9304000000000001,101.604608,5/25/96
Joe Veleno,C,DET,90,1.8542000000000003,92.079176,1/13/00
Carter Verhaeghe,C,FLA,23,1.8796000000000002,81.64656,8/14/95
Jimmy Vesey,LW,NYR,26,1.9050000000000002,90.7184,5/26/93
Gabriel Vilardi,RW,WIN,13,1.9050000000000002,97.52228,8/16/99
Dan Vladar,G,CAL,80,1.9558000000000002,94.80072799999999,8/20/97
Alex Vlasic,D,CHI,72,1.9812000000000003,90.264808,6/5/01
Marc-Edouard Vlasic,D,SJ,44,1.8542000000000003,92.98636,3/30/87
Jakub Voracek,RW,ARI,93,1.8796000000000002,97.975872,8/15/89
Dmitri Voronkov,LW,CLB,10,1.9304000000000001,86.18248,9/10/00
Jakub Vrana,LW,STL,15,1.8288000000000002,86.18248,2/28/96
Chris Wagner,RW,COL,14,1.8288000000000002,87.089664,5/27/91
Oliver Wahlstrom,RW,NYI,26,1.8796000000000002,90.7184,6/13/00
Sean Walker,D,PHI,26,1.8034,88.45044,11/13/94
Jake Walman,D,DET,96,1.8796000000000002,97.52228,2/20/96
Austin Watson,LW,TB,51,1.9304000000000001,92.532768,1/13/92
Shea Weber,D,ARI,-,1.9304000000000001,104.32616,8/14/85
Scott Wedgewood,G,DAL,41,1.8796000000000002,91.171992,8/14/92
MacKenzie Weegar,D,CAL,52,1.8288000000000002,93.439952,1/7/94
Alex Wennberg,C,SEA,21,1.8796000000000002,86.18248,9/22/94
Zach Werenski,D,CLB,8,1.8796000000000002,96.615096,7/19/97
Blake Wheeler,RW,NYR,17,1.9558000000000002,100.697424,8/31/86
Zach Whitecloud,D,VEG,2,1.8796000000000002,98.883056,11/28/96
Chris Wideman,D,MON,6,1.778,81.64656,1/7/90
